name,address,phone,website,email,state,contacted,notes,place_id,collected_date
BP Gas Station + Car Wash + Convenient Store 24x7,"1935 Boughton Rd, Woodridge, IL 60517, USA",(630) 985-1543,https://map.bp.com/en-US/US/gas-station/woodridge/bp/87296215429356051700100000000000,,IL,No,,ChIJKZEcwL5aDogRv3cMbjRfkOU,2025-09-25 13:52:30
The Place Cigar Club and Lounge,"5236 Main St, Downers Grove, IL 60515, USA",(630) 239-7177,http://www.theplacedg.com/,info@theplacedg.combottom,IL,No,,ChIJZZqcRihODogRpG-mkcjxncI,2025-09-25 13:53:00
Rockton Tobacco,"3019 N Rockton Ave, Rockford, IL 61103, USA",(815) 961-7344,,,IL,No,,ChIJYZxuU_iVCIgRR6j2j3MAfZw,2025-09-25 13:53:13
Midtown 1 Stop Shop,"1006 Charles St, Rockford, IL 61104, USA",(815) 800-2002,,,IL,No,,ChIJDe0QERy_CIgRfSGLTqnygys,2025-09-25 13:53:13
Zake Convenience Smoke shop,"824 7th St, Rockford, IL 61104, USA",(815) 968-7133,,,IL,No,,ChIJ84i7IsS_CIgRj-NHgZn2R-Q,2025-09-25 13:53:14
Broadway Discount Tobacco,"3848 Broadway, Rockford, IL 61108, USA",,,,IL,No,,ChIJC1a0bz-_CIgRp9WoOU_2t5o,2025-09-25 13:53:14
State Market & Disc Cigarette,"813 E State St, Rockford, IL 61104, USA",(815) 968-7930,,,IL,No,,ChIJrWeGBs6_CIgR-R2Uqtjjk9M,2025-09-25 13:53:14
Tobacco Express,"864 W Riverside Blvd, Rockford, IL 61103, USA",(815) 654-6250,,,IL,No,,ChIJlQqZDd69CIgRGf-1sb02T4s,2025-09-25 13:53:14
West Side Smokes,"3707 Auburn St, Rockford, IL 61101, USA",(779) 210-2702,,,IL,No,,ChIJm_WmXT6VCIgROuPg_c7PYO0,2025-09-25 13:53:14
Sabare's Smoke Shop,"3764 E State St, Rockford, IL 61108, USA",(815) 394-0839,,,IL,No,,ChIJ1_5Btxi_CIgRmAbsx80dB78,2025-09-25 13:53:14
EIGHT 15 Convenient & TOBACOO,"2338 Charles St, Rockford, IL 61104, USA",(779) 210-4468,,,IL,No,,ChIJGXUzuKe_CIgR1o019GE-2Tk,2025-09-25 13:53:14
Peace Novelty,"615-B S Rockford Ave, Rockford, IL 61104, USA",(815) 226-1102,http://peacenovelty.com/,,IL,No,,ChIJvSh-xae_CIgRxGPBLFKC9C8,2025-09-25 13:53:16
Discount Tobacco & Pop,"5843 Forest Hills Rd, Rockford, IL 61114, USA",(815) 633-4812,,,IL,No,,ChIJK95NGp6-CIgRv6QSKQpeu6Q,2025-09-25 13:53:16
Smokes & More,"2645 20th St, Rockford, IL 61109, USA",(815) 397-8593,,,IL,No,,ChIJhzprt2HACIgReJBjVvqLq_c,2025-09-25 13:53:16
Discount Tobacco Land * smoke shop & vape *,"4215 E State St #208, Rockford, IL 61108, USA",(815) 977-5004,,,IL,No,,ChIJ-59zqSO_CIgRMbknlivSTTY,2025-09-25 13:53:16
Short stop convenient and tobacco,"2215 N Main St, Rockford, IL 61103, USA",(779) 423-0387,,,IL,No,,ChIJ5bAqscC_CIgRUf3BZPMPQ4s,2025-09-25 13:53:16
One stop tobacco and more,"2506 Auburn St, Rockford, IL 61101, USA",(815) 962-5994,,,IL,No,,ChIJFRALtYuVCIgRY2K0AD2Rl20,2025-09-25 13:53:16
Tobacco Outlet,"3219 N Main St, Rockford, IL 61103, USA",(815) 637-6820,,,IL,No,,ChIJSxBOBAu-CIgRUcZ0fveQ0nQ,2025-09-25 13:53:17
S&H Tobacco,"2744 11th St, Rockford, IL 61109, USA",(779) 423-2406,,,IL,No,,ChIJAQBQSIq_CIgRHj1tHmkGlUI,2025-09-25 13:53:17
Discount Cigarettes & Pop Plus Inc.,"321 7th St, Rockford, IL 61104, USA",(815) 987-9000,,,IL,No,,ChIJX2vBIs-_CIgRSnXTdyzW-WQ,2025-09-25 13:53:17
H & A Tobacco & Discount,"1623 Broadway, Rockford, IL 61104, USA",,,,IL,No,,ChIJlfQeAr6_CIgRZlRblLZ6sfQ,2025-09-25 13:53:17
Rock Tobacco,"3818 W Riverside Blvd suite 133-136, Rockford, IL 61101, USA",(815) 708-7073,,,IL,No,,ChIJoxZQlBqXCIgRf8N4khFoEkM,2025-09-25 13:53:17
Riverside Marketplace,"311 Mulberry St, Rockford, IL 61101, USA",(779) 210-2038,,,IL,No,,ChIJUYusAICVCIgRmuRBcyFPtaI,2025-09-25 13:53:20
Smoke depot moved 2975 n perryville rd Rockford il,"340 E Riverside Blvd ste 120, Loves Park, IL 61111, USA",,,,IL,No,,ChIJ0TO5eWy9CIgRYHqNBAa3X34,2025-09-25 13:53:20
QUICK N SAVE,"130 E Riverside Blvd, Loves Park, IL 61111, USA",(815) 977-4999,,,IL,No,,ChIJVZmu12-9CIgRAoXfkfWljhw,2025-09-25 13:53:20
Titan Games Champaign,"723 S Neil St #106, Champaign, IL 61820, USA",(217) 607-2317,https://www.titangames.com/,,IL,No,,ChIJlzqRiDTXDIgRopo82bJf-68,2025-09-25 13:55:20
Studio 420,"651 E Linton Ave, Springfield, IL 62703, USA",(217) 679-8423,https://datapointusa.org/details/studio-420-ChIJ463,,IL,No,,ChIJ463Uubg5dYgRMgotnlh6CMU,2025-09-25 13:55:59
The Crossing,"2828 E Clear Lake Ave, Springfield, IL 62703, USA",(217) 492-1501,,,IL,No,,ChIJTay-GBE6dYgRqHfki-Ns36E,2025-09-25 13:55:59
Trippy Vapez,"625 N Grand Ave E, Springfield, IL 62702, USA",(312) 715-7080,,,IL,No,,ChIJLdsyMIA3dYgRtl9nHLbRkTM,2025-09-25 13:55:59
Tobacco direct,"2205 Adlai Stevenson Dr, Springfield, IL 62703, USA",,,,IL,No,,ChIJr8gtpJ87dYgRA6N-xwaDjgE,2025-09-25 13:55:59
Traveling treasures,"616 N Grand Ave E, Springfield, IL 62702, USA",,,,IL,No,,ChIJGQQuCwA5dYgRLW_00VsU9pk,2025-09-25 13:55:59
Tobacco and vape smoke shop,"1820 W Jefferson St, Springfield, IL 62702, USA",(217) 313-1868,https://usavistalab.top/details/tobacco-and-vape-smoke-shop-ChIJJYk,,IL,No,,ChIJJYkOuJY5dYgRsWAj4nzzGE4,2025-09-25 13:56:00
Rocket Stop,"2800 S MacArthur Blvd, Springfield, IL 62704, USA",(217) 528-1425,,,IL,No,,ChIJF3_g8fs4dYgRBu6hHbxhgEc,2025-09-25 13:56:00
Madina Tobacco and Vape,"2700 W Lawrence Ave Ste G, Springfield, IL 62704, USA",(217) 679-4951,,,IL,No,,ChIJc8zd6PlHdYgRFqaxK9rcZ6U,2025-09-25 13:56:00
Veterans Vape and Smoke Shop,"1052 N Grand Ave W, Springfield, IL 62702, USA",,,,IL,No,,ChIJ2Vz3U9E3dYgRPnJYwyPPh4U,2025-09-25 13:56:01
Space vape & Tobacco,"3804 Octavus Via, Springfield, IL 62711, USA",(217) 670-2006,,,IL,No,,ChIJvUvAtBw5dYgRfp3gbfyASmY,2025-09-25 13:56:01
VAPORIUM,"2922 Constitution Dr, Springfield, IL 62704, USA",(217) 970-5037,,,IL,No,,ChIJ2zlXLdlHdYgR09KJals2A1k,2025-09-25 13:56:01
A & Q Tobacco Shop and Groceries,"2205 Adlai Stevenson Dr, Springfield, IL 62703, USA",(217) 679-4954,,,IL,No,,ChIJfal8Nz07dYgRRhwEnF5E6MM,2025-09-25 13:56:01
Tribble Vapors,"3429 Freedom Dr B & C, Springfield, IL 62704, USA",(217) 679-8382,,,IL,No,,ChIJ9ecejlxHdYgRjuPhqVTHrhk,2025-09-25 13:56:01
Discount Tobacco 25,"2901 Ridge Ave, Springfield, IL 62702, USA",(217) 525-9913,http://www.disctobacco.com/,,IL,No,,ChIJX_GHcAQxdYgRzYu1haXZbXI,2025-09-25 13:56:02
Old Tyme Tobacco Co Inc,"2901 Ridge Ave A, Springfield, IL 62702, USA",(217) 525-9913,,,IL,No,,ChIJs4aNRqAwdYgRftlCvX4O2Qw,2025-09-25 13:56:02
Discount Tobacco,"1150 W Jefferson St, Springfield, IL 62702, USA",(217) 698-1724,http://disctobacco.com/,,IL,No,,ChIJlXaFBzA4dYgRfyXk0IUSUzc,2025-09-25 13:56:03
Mr Vapor Smoke Shop,"131 Chatham Rd, Springfield, IL 62704, USA",(217) 679-1157,,,IL,No,,ChIJE9VHcuc5dYgRf7f0QjkIKbg,2025-09-25 13:56:03
Discount Tobacco,"1701 Wabash Ave, Jerome, IL 62704, USA",(217) 793-7272,http://www.disctobacco.com/,,IL,No,,ChIJ7T-Hj5I4dYgRIR-0VZK7-vA,2025-09-25 13:56:03
All Thingz Exotic,"2800 E Clear Lake Ave, Springfield, IL 62703, USA",(217) 899-3120,,,IL,No,,ChIJBTlR1uo7dYgRsHh6PIxmhPw,2025-09-25 13:56:03
JB Hawks Discount Tobacco and Vape,"1169 N 2nd St, Springfield, IL 62702, USA",(217) 525-6500,http://jbhawks.com/,bfulton@jbhawks.comcontact,IL,No,,ChIJB0HgAtg5dYgRkhJ7zRVHs_k,2025-09-25 13:56:06
Oscar's Corner Store,"1000 N 9th St, Springfield, IL 62702, USA",(217) 753-3463,https://oscar-s-corner-store.ueniweb.com/?utm_campaign=gmb,,IL,No,,ChIJI4h1xS85dYgRcYvM1s8o-XY,2025-09-25 13:56:09
Qik-N-EZ,"1101 Adlai Stevenson Dr, Springfield, IL 62703, USA",(217) 529-0002,http://www.qiknez.com/,,IL,No,,ChIJSS420Gs5dYgRo8ODDVG7abM,2025-09-25 13:56:12
JB Hawks Discount Tobacco and Vape,"321 N Dirksen Pkwy, Springfield, IL 62702, USA",(217) 544-2675,http://jbhawks.com/,bfulton@jbhawks.comcontact,IL,No,,ChIJQ0SsSW06dYgR_lWOQDzboMU,2025-09-25 13:56:17
"Upper Limits Midwest, Inc.","1205 S 2nd St, Springfield, IL 62704, USA",(217) 679-4315,https://upperlimitsinc.com/,,IL,No,,ChIJ-6KHfLA5dYgRYd9FH2b-QZI,2025-09-25 13:56:19
DTI's eCig City,"1305 Wabash Ave, Jerome, IL 62704, USA",(217) 679-0937,http://www.facebook.com/DTIeCigCity,,IL,No,,ChIJ9_DEovg4dYgROqXmjqLDbmQ,2025-09-25 13:56:23
"Impulse Vape & Glass Shop –Smoke Shop,Vape Shop in Jerome, IL","1665 Wabash Ave, Jerome, IL 62704, USA",(217) 536-2947,,,IL,No,,ChIJiS_CVbs5dYgRmHYSiKPXjcU,2025-09-25 13:56:23
Vapor Maven,"560 W Jefferson St, Springfield, IL 62702, USA",(447) 210-2305,https://vapormaven.com/,,IL,No,,ChIJ8066Rzc5dYgRaI4yxJeAHIE,2025-09-25 13:56:27
Island Vape Shop,"121 N Grand Ave E, Springfield, IL 62702, USA",(618) 601-3247,,,IL,No,,ChIJMQgb_3I3dYgRqZLRDk58naw,2025-09-25 13:56:27
IceBox Vape Shop,"1333 Wabash Ave, Jerome, IL 62704, USA",(217) 679-1792,,,IL,No,,ChIJD_jXPCk5dYgRrY9DrvLkc4M,2025-09-25 13:56:27
Vapor Maven,"2670 S 5th St, Springfield, IL 62703, USA",(447) 210-2317,https://vapormaven.com/,,IL,No,,ChIJM3AVJcE5dYgRCe_HO5ddLwE,2025-09-25 13:56:34
Penny Lane Gifts,"2901 S MacArthur Blvd, Springfield, IL 62704, USA",(217) 787-2996,http://www.pennylanegifts.com/,,IL,No,,ChIJSUr5dfs4dYgRXIL4AnnGR-0,2025-09-25 13:56:37
Happy Daze Gift Shop LLC,"830 N Grand Ave E, Springfield, IL 62702, USA",(217) 670-2415,https://happydazegifts.net/,happydazegiftshop@gmail.com,IL,No,,ChIJD_3n12E3dYgRuLbJi9AQl3s,2025-09-25 13:56:38
All-Star Grociery,"806 E Black Ave, Springfield, IL 62702, USA",(217) 679-1225,http://all-star-grociery.keeq.io/,,IL,No,,ChIJT40AWmc3dYgRz_B--jspzLU,2025-09-25 13:56:47
Cigars For Aficionado,"727 N Grand Ave E, Springfield, IL 62702, USA",(217) 744-1710,http://www.cigarsforaficionados.com/,,IL,No,,ChIJR3KVJ2A3dYgRe-zhwqRVGq4,2025-09-25 13:56:51
Pasfield Stop N Save,"1038 S Pasfield St, Springfield, IL 62704, USA",(217) 528-3430,,,IL,No,,ChIJ2asb-bM5dYgRqfJ4vrWDZPg,2025-09-25 13:57:00
Binny's Beverage Depot - Springfield,"2490 Wabash Ave, Springfield, IL 62704, USA",(217) 787-3401,https://www.binnys.com/store-locator/springfield,,IL,No,,ChIJ01zpHGNHdYgRfJFF1rpJglw,2025-09-25 13:57:01
"TOBACCO STATION SMOKE SHOP - VAPE Shope, CIGARS, HOOKAH, CIGARETTES, TOBACCO, ATM, BITCOIN ATM.","19404 LaGrange Rd, Mokena, IL 60448, USA",(708) 995-7077,http://tobaccostationmokena.com/,,IL,No,,ChIJr8diWEkVDogRKl4qlfga6hQ,2025-09-25 13:57:02
Totally Tobacco Inc,"11234 W Lincoln Hwy, Mokena, IL 60448, USA",(815) 806-9911,http://www.stonerinsider.com/,,IL,No,,ChIJbS9vUn5rDogRPOD2e64UjgI,2025-09-25 13:57:04
PUFF Tobacco & Vape,"19137 Wolf Rd, Mokena, IL 60448, USA",(708) 479-7833,,,IL,No,,ChIJXW21HQJrDogR-rTnwLWRgMg,2025-09-25 13:57:04
Bazaar Tobacco,"20833 LaGrange Rd, Frankfort, IL 60423, USA",(815) 464-0000,https://bazaartobacco1.com/,,IL,No,,ChIJc-eQMK4UDogRZJh5sbjUPaM,2025-09-25 13:57:14
Fog City Smoke shop - Vape,"19811 LaGrange Rd, Mokena, IL 60448, USA",(708) 390-8989,,,IL,No,,ChIJOch4mYAVDogR_5eoh13B_po,2025-09-25 13:57:14
VJ TOBACCO & LIQUORS,"19138 S 88th Ave, Mokena, IL 60448, USA",(708) 688-0022,,,IL,No,,ChIJZY_eNTAVDogROlgC6nHfsj0,2025-09-25 13:57:14
Will County Tobacco Cigar & Liquor,"19145 LaGrange Rd, Mokena, IL 60448, USA",(708) 326-4780,,,IL,No,,ChIJUWQ3GyoVDogR-COvurhseoM,2025-09-25 13:57:14
Supreme Cigar & Vape & Hookah,"17835 Wolf Rd, Orland Park, IL 60467, USA",(708) 677-9666,,,IL,No,,ChIJySTQ_5RrDogRJiWrWiFd6nk,2025-09-25 13:57:14
NeverAsh Cigars,"9115 Roma Ct, Frankfort, IL 60423, USA",(815) 290-9628,https://neverash.com/,,IL,No,,ChIJxT5VCkATDogRPbSeFDFM5rg,2025-09-25 13:57:16
Mokena Mart,"19464 LaGrange Rd, Mokena, IL 60448, USA",(708) 719-3252,,,IL,No,,ChIJp5ziKMwUDogRPph87bpbxSg,2025-09-25 13:57:16
Matrix Wholesale| Vape Wholesale Distributor in USA,"20015 LaGrange Rd #1302, Frankfort, IL 60423, USA",(872) 251-4195,https://matrix-wholesale.com/,,IL,No,,ChIJx2YwOOBRDogRSzwOpbltBV0,2025-09-25 13:57:18
New Lenox Food & Liquor,"13410 US-6, Mokena, IL 60448, USA",(815) 485-4033,,,IL,No,,ChIJRZjvsIRpDogRr29nrPJUtJw,2025-09-25 13:57:18
CBD Kratom Mokena,"19170 LaGrange Rd, Mokena, IL 60448, USA",(708) 719-3958,https://shopcbdkratom.com/,,IL,No,,ChIJBfao6GwVDogR-1XTHwiLXnU,2025-09-25 13:57:36
SunKissed Greenz,"19121 Wolf Rd, Mokena, IL 60448, USA",(779) 254-1261,https://www.sunkissedgreenz.com/,,IL,No,,ChIJ2YhUhbZrDogRf1msI9zzDDE,2025-09-25 13:57:39
Choo Choo Works,"9555 W Lincoln Hwy, Frankfort, IL 60423, USA",(815) 464-3314,https://www.facebook.com/choochooworks/,,IL,No,,ChIJy7FE064UDogRqjuybhvEjuc,2025-09-25 13:57:40
Amazing Fantasy Books & Comics,"20505 LaGrange Rd, Frankfort, IL 60423, USA",(815) 469-5092,,,IL,No,,ChIJhYGZmLYUDogREnceqBF-JG8,2025-09-25 13:57:40
Xhale Hookah Lounge & Smoke Shop,"1320 N Roselle Rd, Schaumburg, IL 60195, USA",(847) 884-6250,https://www.xhalehookahlounge.net/,,IL,No,,ChIJwSo_UkWvD4gRdf6sDxsElJ0,2025-09-25 13:57:56
Inferno Smoke Shop,"903 S Roselle Rd, Schaumburg, IL 60193, USA",(847) 301-9999,,,IL,No,,ChIJ4RIoO6CvD4gRd0gxoW_OSkM,2025-09-25 13:57:56
Fumare Hookah Lounge,"305 W Golf Rd, Schaumburg, IL 60195, USA",(847) 310-8802,,,IL,No,,ChIJh_JWQUyvD4gR9FrRmznhOrg,2025-09-25 13:57:56
Eclipse Smoke Shop,"981 W Wise Rd, Schaumburg, IL 60193, USA",(786) 816-9213,,,IL,No,,ChIJIdt2Yn2pD4gRU55TSWael3U,2025-09-25 13:57:57
Smokeovapor - Vape and Smoke Accessories,"1907 W Golf Rd, Schaumburg, IL 60194, USA",(773) 822-4119,,,IL,No,,ChIJp_fZ2o2oD4gR6jn3J_6TmHo,2025-09-25 13:57:57
Buddys Vape & Smoke,"1122 s Springinsguth Rd, Schaumburg, IL 60193, USA",(847) 278-1543,https://instagram.com/buddysvape_official?igshid=OGQ5ZDc2ODk2ZA==,,IL,No,,ChIJBRmXXQ2pD4gRZVv3XK74-4I,2025-09-25 13:57:58
Galaxy Smoke Shop Schaumburg,"805 E Schaumburg Rd, Schaumburg, IL 60194, USA",(847) 466-5844,,,IL,No,,ChIJz8TulTivD4gRPs880QvZXaA,2025-09-25 13:57:58
Sky Vapor Tobacco Smoke Shop,"3338 Kirchoff Rd, Rolling Meadows, IL 60008, USA",(224) 398-8109,,,IL,No,,ChIJv9Po4rqlD4gRI_Fh4-7LK_U,2025-09-25 13:57:58
Zee's Smoke Shop & Heady Glass Gallery,"1007 W Golf Rd, Hoffman Estates, IL 60169, USA",(847) 610-5940,http://www.zeevapor.com/,,IL,No,,ChIJq5aaOs-pD4gRZ5nXPGgJeG0,2025-09-25 13:58:03
Hard Rock Smoke & Vape,"670 Meacham Rd, Elk Grove Village, IL 60007, USA",(224) 520-8420,,,IL,No,,ChIJGzX67l-vD4gRRsXKIaFtzVk,2025-09-25 13:58:03
Hard Rock Smoke & Vapor,"1061 Rohlwing Rd, Elk Grove Village, IL 60007, USA",(630) 283-0727,,,IL,No,,ChIJLSyGdSavD4gRWHCJBVa--N8,2025-09-25 13:58:03
Dymok Smoke Shop,"706 E Higgins Rd, Schaumburg, IL 60173, USA",(847) 610-5122,https://dymoksmokeshop.com/,dymoksmokeshop@gmail.com,IL,No,,ChIJAelPHG6vD4gR9UhhSD2HV14,2025-09-25 13:58:05
Monster Smoke Shop Schaumburg,"1720 W Wise Rd, Schaumburg, IL 60193, USA",(847) 343-1000,https://www.monstersmokeshops.com/,,IL,No,,ChIJQxLmXoipD4gRMgh2UbgIbHs,2025-09-25 13:58:07
COSMOS SMOKESHOP RAW SMOKE,"2335 Bode Rd, Schaumburg, IL 60194, USA",(630) 999-3181,http://facebook.com/CosmosSmokeshop,,IL,No,,ChIJI3Yt7VyoD4gRWxlIzMlMhl0,2025-09-25 13:58:08
Vape'N Glass,"283 Barrington Rd, Streamwood, IL 60107, USA",(630) 635-2925,,,IL,No,,ChIJJ9mgTUGoD4gRf8ioNYakaD0,2025-09-25 13:58:08
LUX VAPE & CIGARS,"106 Barrington Rd, Streamwood, IL 60107, USA",(630) 943-6699,,,IL,No,,ChIJRQZN4i-pD4gRN0vYfBpM9Dw,2025-09-25 13:58:08
Vape Town,"682 S Barrington Rd, Streamwood, IL 60107, USA",,http://www.facebook.com/vapetowninc,,IL,No,,ChIJqRZfFHOpD4gR7XW93TTO7Ls,2025-09-25 13:58:09
Luxury Smoke & Vape,"726 Schaumburg Rd, Schaumburg, IL 60194, USA",(224) 353-3459,https://www.instagram.com/luxury_smoke1/,,IL,No,,ChIJvSId256vD4gRQVey8BE-Efk,2025-09-25 13:58:10
Johnny Vapes Inc,"1131 N Salem Dr, Schaumburg, IL 60194, USA",(630) 283-0621,,,IL,No,,ChIJkZXM4fypD4gR8n3T9EwSZaw,2025-09-25 13:58:10
SmokeNvape Streamwood,"1574 Buttitta Dr, Streamwood, IL 60107, USA",(847) 893-6360,,,IL,No,,ChIJS1MMp-upD4gR0WASXaMFi-g,2025-09-25 13:58:10
Byron Cigar Lounge,"1710 Woodfield Rd, Schaumburg, IL 60173, USA",(630) 283-0804,http://www.schaumburgcigarlounge.com/,,IL,No,,ChIJ4dF6TJavD4gR81uP5Qq7QgU,2025-09-25 13:58:22
Wise Guys Vapes,"1500 Algonquin Rd, Palatine, IL 60067, USA",(224) 801-6535,http://www.wiseguysvapes.com/,info@wiseguysvapes.com,IL,No,,ChIJUYde2OelD4gRnw9meYby3mc,2025-09-25 13:58:34
Sweetpull | Flower | Tobacco | Glass,"3809 S Kedzie Ave, Chicago, IL 60632, USA",,https://sweetpull1312.square.site/,,IL,No,,ChIJm75r0YwtDogRVKHie1fC-PU,2025-09-25 13:59:01
Best Mart & Tobacco,"1714 W 47th St, Chicago, IL 60609, USA",(312) 785-3872,,,IL,No,,ChIJHRnyBaYvDogRNci3sNmQqKo,2025-09-25 13:59:01
Blue Heaven Smoke Shop,"3510 W 26th St, Chicago, IL 60623, USA",(872) 281-7118,,,IL,No,,ChIJ0TJIE-IzDogR6cbW-0IOL8s,2025-09-25 13:59:01
BLAZE (Chicago Loop),"103 N Wells St, Chicago, IL 60606, USA",(773) 909-8990,,,IL,No,,ChIJu1wB1wYtDogRAK4xZmzhRIg,2025-09-25 13:59:03
Smoke Village Smoke & Vape Shop,"3312 W 26th St, Chicago, IL 60623, USA",(773) 565-4016,http://www.smokevillage.shop/,smokevillage26st@gmail.com,IL,No,,ChIJlXn-QpszDogREHWN3NzDa8s,2025-09-25 13:59:06
KUSH SMOKE AND TOBACCO | FLOWER | THC | VAPE - ARCHER,"2635 W 39th Pl, Chicago, IL 60632, USA",(708) 638-7368,,,IL,No,,ChIJ70XZUPItDogRghsbxB-VAI4,2025-09-25 13:59:18
Puffit Smoke & Vape Shop Chicago,"4434 S Archer Ave, Chicago, IL 60632, USA",(773) 940-0356,http://www.puffitsmokeshop.com/,,IL,No,,ChIJzwRm-fkxDogRKZSxv-jnY2s,2025-09-25 13:59:22
Smokers Planet,"750 N Franklin St # 105, Chicago, IL 60654, USA",(312) 796-3129,,,IL,No,,ChIJ8-6d75vTD4gRwWLvaNAN83Q,2025-09-25 13:59:29
Smolder,"444 N State St, Chicago, IL 60654, USA",(872) 314-5405,https://vapeology.org/stores/,contact@vapeology.org,IL,No,,ChIJrdiYS-MtDogRQYUTTi1oeVY,2025-09-25 13:59:45
Bronzeville Smoke Shop,"227 E 47th St, Chicago, IL 60615, USA",(312) 687-2116,,,IL,No,,ChIJvyrmHmAvDogRyq_abzOve8w,2025-09-25 13:59:45
Windy City Cigar Lounge,"4310 S Prairie Ave, Chicago, IL 60653, USA",(773) 855-2143,,,IL,No,,ChIJydnnIgAsDogRR8lH1ssGUZQ,2025-09-25 13:59:52
Jack Schwartz Importer,"141 W Jackson Blvd, Chicago, IL 60604, USA",(312) 782-7898,http://www.jackschwartz.com/,freematches@jackschwartz.com,IL,No,,ChIJ40MUyr0sDogRh46jkFJOLO0,2025-09-25 13:59:54
Cigar Keepers,"19 S Wabash Ave, Chicago, IL 60603, USA",(312) 345-0885,,,IL,No,,ChIJYw3pX6QsDogRDWOU1HfnXGQ,2025-09-25 13:59:56
Smoker Zone Chicago,"800 W 31st St, Chicago, IL 60608, USA",(872) 299-2073,,,IL,No,,ChIJ_3rvQyMtDogRomgApz0cm28,2025-09-25 14:00:16
Smoke Times,"1850 W Division St, Chicago, IL 60622, USA",(773) 245-8206,,,IL,No,,ChIJc_lfHcnSD4gR-lORBb0f3_8,2025-09-25 14:00:16
Chitown Bodega,"16 W Elm St, Chicago, IL 60610, USA",(312) 528-5024,,,IL,No,,ChIJfxiprrPTD4gRr2A-q1BiVAs,2025-09-25 14:00:17
